timestamp,roll,pitch,yaw,x,y,z
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.050000,-0.000594,0.000539,0.000071,-0.000088,-0.000104,0.000021
0.100000,0.000752,0.001018,-0.000400,-0.000344,-0.000460,0.000110
0.150000,-0.000266,0.000747,-0.000216,-0.000576,-0.000752,0.000196
0.200000,-0.000210,0.002122,0.000227,-0.000802,-0.001025,0.000277
0.250000,-0.000408,0.000979,-0.000162,-0.001473,-0.001805,0.000508
0.300000,-0.000678,0.002135,0.000407,-0.002352,-0.002805,0.000802
0.350000,-0.000739,0.002109,0.000422,-0.003474,-0.004019,0.001177
0.400000,-0.000739,0.002109,0.000422,-0.003474,-0.004019,0.001177
0.450000,-0.000532,0.001998,-0.000199,-0.004864,-0.005469,0.001623
0.500000,-0.000357,0.003416,-0.000366,-0.006500,-0.007140,0.002139
0.550000,-0.000062,0.003394,-0.000064,-0.008419,-0.009036,0.002735
0.600000,-0.000062,0.003394,-0.000064,-0.008419,-0.009036,0.002735
0.650000,-0.000638,0.003321,-0.000107,-0.010658,-0.011148,0.003402
0.700000,-0.000617,0.003693,-0.001021,-0.013199,-0.013516,0.004148
0.750000,-0.000893,0.004588,-0.000745,-0.016028,-0.016101,0.004963
0.800000,-0.000893,0.004588,-0.000745,-0.016028,-0.016101,0.004963
0.850000,-0.001162,0.005563,-0.000968,-0.019213,-0.018922,0.005835
0.900000,-0.002640,0.007256,-0.001413,-0.022794,-0.022004,0.006785
0.950000,-0.003560,0.009089,-0.001174,-0.026862,-0.025423,0.007824
1.000000,-0.005079,0.010646,-0.001570,-0.029294,-0.027434,0.008418
1.050000,-0.005960,0.010755,-0.001855,-0.031440,-0.029189,0.008934
1.100000,-0.004382,0.011496,-0.000769,-0.036613,-0.033347,0.010136
1.150000,-0.005450,0.011295,-0.001216,-0.042466,-0.037958,0.011434
1.200000,-0.004954,0.011802,-0.001033,-0.048879,-0.042946,0.012794
1.250000,-0.004954,0.011802,-0.001033,-0.048879,-0.042946,0.012794
1.300000,-0.005814,0.012701,-0.001152,-0.055940,-0.048366,0.014239
1.350000,-0.005832,0.012644,-0.001041,-0.063678,-0.054209,0.015772
1.400000,-0.005436,0.013635,-0.000746,-0.072167,-0.060539,0.017394
1.450000,-0.005436,0.013635,-0.000746,-0.072167,-0.060539,0.017394
1.500000,-0.005997,0.013906,-0.000577,-0.081313,-0.067262,0.019083
1.550000,-0.006458,0.013780,-0.000996,-0.091203,-0.074424,0.020869
1.600000,-0.005455,0.014116,-0.001053,-0.101845,-0.082058,0.022744
1.650000,-0.005723,0.014653,-0.000732,-0.113325,-0.090198,0.024738
1.700000,-0.005723,0.014653,-0.000732,-0.113325,-0.090198,0.024738
1.750000,-0.005945,0.014355,-0.000647,-0.125464,-0.098728,0.026798
1.800000,-0.005766,0.015603,-0.000259,-0.138367,-0.107708,0.028919
1.850000,-0.006164,0.016041,-0.000135,-0.152072,-0.117143,0.031105
1.900000,-0.006164,0.016041,-0.000135,-0.152072,-0.117143,0.031105
1.950000,-0.006691,0.014654,-0.000851,-0.166704,-0.127126,0.033380
