timestamp,roll,pitch,yaw,x,y,z
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.050000,-0.000742,0.000153,0.000315,-0.000063,-0.000116,0.000029
0.100000,0.000034,0.000524,-0.000009,-0.000268,-0.000467,0.000121
0.150000,-0.000363,0.000824,0.000178,-0.000665,-0.001040,0.000279
0.200000,-0.000363,0.000824,0.000178,-0.000665,-0.001040,0.000279
0.250000,-0.000592,0.001563,-0.000106,-0.001247,-0.001838,0.000511
0.300000,-0.000497,0.001448,-0.000049,-0.002012,-0.002856,0.000817
0.350000,-0.000673,0.001832,0.000103,-0.002989,-0.004103,0.001183
0.400000,-0.000673,0.001832,0.000103,-0.002989,-0.004103,0.001183
0.450000,-0.000077,0.001510,-0.000590,-0.004196,-0.005594,0.001637
0.500000,-0.000743,0.002269,-0.000395,-0.005650,-0.007318,0.002181
0.550000,-0.001013,0.002079,-0.000562,-0.007337,-0.009245,0.002807
0.600000,-0.001013,0.002079,-0.000562,-0.007337,-0.009245,0.002807
0.650000,-0.001476,0.003100,-0.000357,-0.009299,-0.011417,0.003506
0.700000,-0.002419,0.003630,-0.000783,-0.011551,-0.013869,0.004298
0.750000,-0.002796,0.005104,-0.000968,-0.014103,-0.016604,0.005158
0.800000,-0.003143,0.006663,-0.001237,-0.015384,-0.017947,0.005572
0.850000,-0.004412,0.007153,-0.001248,-0.017039,-0.019659,0.006088
0.900000,-0.003686,0.008594,-0.000817,-0.020443,-0.023077,0.007091
0.950000,-0.005162,0.009045,-0.000795,-0.024400,-0.026898,0.008179
1.000000,-0.004172,0.009904,-0.001040,-0.028853,-0.031096,0.009325
1.050000,-0.004172,0.009904,-0.001040,-0.028853,-0.031096,0.009325
1.100000,-0.005339,0.009821,-0.000794,-0.033888,-0.035680,0.010542
1.150000,-0.005185,0.009261,-0.000665,-0.039477,-0.040672,0.011838
1.200000,-0.004714,0.010432,-0.000846,-0.045660,-0.046109,0.013230
1.250000,-0.004714,0.010432,-0.000846,-0.045660,-0.046109,0.013230
1.300000,-0.004944,0.011038,-0.000845,-0.052389,-0.051904,0.014680
1.350000,-0.005317,0.011548,-0.000746,-0.059727,-0.058118,0.016207
1.400000,-0.004952,0.011334,-0.001009,-0.067675,-0.064744,0.017788
1.450000,-0.004952,0.011334,-0.001009,-0.067675,-0.064744,0.017788
1.500000,-0.004826,0.011365,-0.001110,-0.076317,-0.071848,0.019438
