timestamp,roll,pitch,yaw,x,y,z
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.050000,0.000476,0.000627,0.000471,-0.000069,-0.000106,0.000036
0.100000,0.000229,0.000757,-0.000516,-0.000322,-0.000401,0.000148
0.150000,-0.000023,0.001382,0.001006,-0.000529,-0.000618,0.000225
0.200000,0.000417,0.001412,0.000677,-0.000789,-0.000879,0.000316
0.250000,-0.000300,0.001733,0.000608,-0.001458,-0.001537,0.000544
0.300000,0.000054,0.002002,0.000490,-0.002339,-0.002387,0.000842
0.350000,-0.000936,0.002129,0.000031,-0.003195,-0.003198,0.001117
0.400000,-0.000751,0.001889,0.000016,-0.003452,-0.003442,0.001196
0.450000,-0.001308,0.002385,0.000316,-0.004798,-0.004745,0.001603
0.500000,-0.000463,0.003180,0.000166,-0.006395,-0.006299,0.002084
0.550000,-0.000448,0.002991,-0.000381,-0.008258,-0.008061,0.002644
0.600000,-0.000970,0.003571,0.000235,-0.010404,-0.010047,0.003274
0.650000,-0.001168,0.003838,0.000266,-0.012247,-0.011722,0.003788
0.700000,-0.000547,0.002964,0.000111,-0.012849,-0.012261,0.003955
0.750000,-0.000858,0.004510,0.000193,-0.015630,-0.014717,0.004724
0.800000,-0.000655,0.004632,-0.000087,-0.018728,-0.017378,0.005569
0.850000,-0.000087,0.004781,-0.000226,-0.022146,-0.020279,0.006483
0.900000,-0.000087,0.004781,-0.000226,-0.022146,-0.020279,0.006483
0.950000,-0.001000,0.004945,0.000006,-0.025946,-0.023435,0.007473
1.000000,-0.000218,0.005582,-0.000561,-0.030118,-0.026811,0.008520
1.050000,-0.000398,0.005600,-0.000257,-0.034685,-0.030408,0.009640
1.100000,-0.001092,0.005921,-0.000825,-0.039641,-0.034236,0.010826
1.150000,-0.001092,0.005921,-0.000825,-0.039641,-0.034236,0.010826
1.200000,-0.000774,0.006738,-0.000338,-0.045049,-0.038342,0.012065
1.250000,-0.001315,0.006715,-0.000810,-0.050842,-0.042645,0.013354
1.300000,-0.000631,0.007074,-0.000654,-0.057073,-0.047177,0.014723
1.350000,-0.000631,0.007074,-0.000654,-0.057073,-0.047177,0.014723
1.400000,-0.000846,0.007164,-0.000522,-0.063767,-0.051938,0.016159
1.450000,-0.000475,0.007657,-0.000396,-0.070988,-0.056966,0.017674
1.500000,-0.001379,0.008030,-0.001002,-0.078618,-0.062205,0.019254
1.550000,-0.001582,0.008285,-0.000933,-0.086730,-0.067694,0.020902
1.600000,-0.001582,0.008285,-0.000933,-0.086730,-0.067694,0.020902
1.650000,-0.001385,0.008609,-0.001424,-0.095331,-0.073448,0.022620
1.700000,-0.001379,0.009451,-0.000917,-0.104520,-0.079512,0.024445
1.750000,-0.001152,0.009353,-0.001251,-0.114200,-0.085803,0.026340
1.800000,-0.001152,0.009353,-0.001251,-0.114200,-0.085803,0.026340
1.850000,-0.001777,0.010335,-0.001457,-0.124431,-0.092343,0.028316
1.900000,-0.001919,0.010779,-0.001377,-0.135335,-0.099202,0.030370
1.950000,-0.002018,0.011560,-0.001608,-0.146774,-0.106279,0.032477
2.000000,-0.002018,0.011560,-0.001608,-0.146774,-0.106279,0.032477
2.050000,-0.001766,0.011618,-0.001525,-0.158826,-0.113647,0.034654
2.100000,-0.001652,0.011464,-0.002173,-0.171503,-0.121293,0.036907
2.150000,-0.002361,0.012375,-0.001434,-0.184938,-0.129288,0.039260
2.200000,-0.002262,0.012340,-0.001950,-0.198934,-0.137534,0.041670
2.250000,-0.002262,0.012340,-0.001950,-0.198934,-0.137534,0.041670
2.300000,-0.002470,0.012248,-0.001499,-0.213599,-0.146078,0.044154
2.350000,-0.002194,0.013211,-0.001950,-0.228951,-0.154928,0.046700
2.400000,-0.002272,0.013128,-0.001317,-0.245134,-0.164142,0.049349
2.450000,-0.002272,0.013128,-0.001317,-0.245134,-0.164142,0.049349
2.500000,-0.002245,0.013950,-0.001671,-0.261912,-0.173589,0.052052
2.550000,-0.002179,0.014375,-0.002037,-0.279418,-0.183359,0.054833
2.600000,-0.002225,0.014669,-0.002425,-0.297682,-0.193432,0.057673
2.650000,-0.002354,0.014581,-0.002460,-0.298247,-0.193742,0.057761
2.700000,-0.002587,0.015215,-0.002734,-0.316860,-0.203877,0.060621
2.750000,-0.002391,0.015058,-0.002311,-0.336688,-0.214552,0.063628
2.800000,-0.002385,0.016014,-0.002850,-0.357314,-0.225545,0.066708
2.850000,-0.002401,0.016033,-0.002300,-0.378926,-0.236943,0.069891
2.900000,-0.002401,0.016033,-0.002300,-0.378926,-0.236943,0.069891
2.950000,-0.003681,0.016472,-0.001908,-0.401212,-0.248583,0.073127
3.000000,-0.003265,0.017129,-0.002458,-0.424360,-0.260573,0.076425
3.050000,-0.004148,0.017945,-0.002526,-0.448400,-0.272903,0.079800
3.100000,-0.004148,0.017945,-0.002526,-0.448400,-0.272903,0.079800
3.150000,-0.004333,0.018626,-0.002362,-0.473555,-0.285685,0.083272
3.200000,-0.004846,0.019287,-0.002828,-0.499474,-0.298750,0.086799
3.250000,-0.004985,0.019851,-0.003078,-0.526339,-0.312208,0.090406
3.300000,-0.005410,0.021187,-0.002885,-0.554216,-0.326103,0.094100
3.350000,-0.005410,0.021187,-0.002885,-0.554216,-0.326103,0.094100
3.400000,-0.006507,0.022371,-0.003445,-0.583397,-0.340538,0.097911
3.450000,-0.007320,0.022711,-0.003194,-0.613462,-0.355349,0.101774
3.500000,-0.006384,0.023673,-0.003769,-0.644639,-0.370670,0.105720
3.550000,-0.006384,0.023673,-0.003769,-0.644639,-0.370670,0.105720
3.600000,-0.006884,0.024602,-0.002976,-0.676986,-0.386468,0.109754
3.650000,-0.006953,0.024352,-0.002886,-0.710761,-0.402870,0.113909
3.700000,-0.007132,0.024759,-0.003815,-0.745458,-0.419646,0.118117
3.750000,-0.007132,0.024759,-0.003815,-0.745458,-0.419646,0.118117
3.800000,-0.007308,0.025466,-0.003878,-0.781362,-0.436925,0.122412
3.850000,-0.007364,0.025742,-0.003273,-0.818792,-0.454822,0.126850
3.900000,-0.007644,0.025871,-0.003295,-0.857195,-0.473111,0.131357
3.950000,-0.007403,0.026308,-0.003919,-0.896844,-0.491937,0.135953
4.000000,-0.007403,0.026308,-0.003919,-0.896844,-0.491937,0.135953
4.050000,-0.007665,0.026391,-0.004479,-0.937778,-0.511251,0.140661
4.100000,-0.007693,0.026868,-0.003715,-0.980328,-0.531226,0.145484
4.150000,-0.006863,0.026970,-0.003752,-1.023862,-0.551561,0.150356
4.200000,-0.006863,0.026970,-0.003752,-1.023862,-0.551561,0.150356
4.250000,-0.007169,0.027869,-0.003841,-1.068693,-0.572381,0.155312
4.300000,-0.007024,0.027754,-0.003641,-1.114859,-0.593710,0.160358
4.350000,-0.006859,0.028442,-0.004216,-1.162732,-0.615728,0.165533
4.400000,-0.006859,0.028442,-0.004216,-1.162732,-0.615728,0.165533
4.450000,-0.007461,0.028714,-0.004341,-1.211612,-0.638078,0.170769
4.500000,-0.007559,0.029232,-0.004709,-1.261867,-0.660930,0.176096
4.550000,-0.007925,0.028956,-0.004632,-1.313490,-0.684298,0.181514
4.600000,-0.007915,0.029303,-0.004559,-1.366903,-0.708361,0.187070
4.650000,-0.007915,0.029303,-0.004559,-1.366903,-0.708361,0.187070
4.700000,-0.007733,0.030077,-0.005180,-1.421330,-0.732762,0.192676
4.750000,-0.007799,0.030147,-0.005078,-1.477194,-0.757700,0.198370
4.800000,-0.007709,0.030538,-0.004732,-1.534933,-0.783357,0.204210
4.850000,-0.007709,0.030538,-0.004732,-1.534933,-0.783357,0.204210
4.900000,-0.007960,0.030692,-0.005378,-1.593703,-0.809326,0.210112
4.950000,-0.008146,0.031214,-0.005082,-1.653919,-0.835829,0.216109
5.000000,-0.008405,0.031765,-0.004514,-1.715606,-0.862881,0.222203
5.050000,-0.008405,0.031765,-0.004514,-1.715606,-0.862881,0.222203
5.100000,-0.007683,0.031817,-0.005482,-1.779263,-0.890702,0.228443
5.150000,-0.008321,0.032173,-0.005873,-1.843951,-0.918853,0.234734
5.200000,-0.007623,0.032725,-0.005756,-1.910155,-0.947565,0.241123
5.250000,-0.007364,0.032373,-0.005740,-1.957207,-0.967897,0.245631
5.300000,-0.008115,0.032884,-0.005747,-1.977898,-0.976814,0.247604
5.350000,-0.008221,0.033319,-0.005821,-2.047722,-1.006813,0.254232
5.400000,-0.008171,0.032720,-0.005820,-2.118582,-1.037123,0.260904
5.450000,-0.008809,0.034074,-0.006158,-2.191007,-1.067971,0.267661
5.500000,-0.008809,0.034074,-0.006158,-2.191007,-1.067971,0.267661
5.550000,-0.008708,0.034902,-0.005884,-2.265014,-1.099388,0.274523
5.600000,-0.008763,0.034125,-0.005788,-2.341192,-1.131606,0.281550
5.650000,-0.008943,0.034906,-0.006626,-2.418419,-1.164137,0.288632
